epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,350.28,2.80374,0.62525,0.86545,4.13687,0.000237874,0.000237874,0.000237874
2,704.97,1.41914,0.72317,0.91297,4.01629,0.000240317,0.000240317,0.000240317
